archivo,totret
2_naftrac_2013-07-01_2013-11-04_90_predicciones.csv,1331.1296291025342
3_naftrac_2013-11-05_2014-03-20_90_predicciones.csv,-5977.132441274957
4_naftrac_2014-03-21_2014-07-31_90_predicciones.csv,8084.224980555033
5_naftrac_2014-08-04_2014-12-23_90_predicciones.csv,-2977.3410376499833
6_naftrac_2014-12-24_2015-05-19_90_predicciones.csv,6046.071048350022
7_naftrac_2015-05-20_2015-09-24_90_predicciones.csv,-5655.81061099999
8_naftrac_2015-09-28_2016-02-10_90_predicciones.csv,-203.57135283246564
9_naftrac_2016-02-11_2016-06-27_90_predicciones.csv,4192.016349000016
10_naftrac_2016-06-28_2016-11-09_90_predicciones.csv,3535.251658534988
11_naftrac_2016-11-10_2017-03-23_90_predicciones.csv,1197.9995947499988
12_naftrac_2017-03-27_2017-08-04_90_predicciones.csv,4026.007789875008
13_naftrac_2017-08-07_2017-12-15_90_predicciones.csv,-6096.955593434994
14_naftrac_2017-12-18_2018-05-02_90_predicciones.csv,1510.537643925014
15_naftrac_2018-05-03_2018-09-05_90_predicciones.csv,1785.8313255900039
16_naftrac_2018-09-06_2019-01-21_90_predicciones.csv,-9351.682729549982
