archivo,totret
2_naftrac_2013-07-01_2013-11-04_90_predicciones.csv,1331.1296291025342
3_naftrac_2013-11-05_2014-03-20_90_predicciones.csv,-5977.132441274957
4_naftrac_2014-03-21_2014-07-31_90_predicciones.csv,10044.81321378754
5_naftrac_2014-08-04_2014-12-23_90_predicciones.csv,-2599.9307716724875
6_naftrac_2014-12-24_2015-05-19_90_predicciones.csv,6291.05107333503
7_naftrac_2015-05-20_2015-09-24_90_predicciones.csv,-5655.81061099999
8_naftrac_2015-09-28_2016-02-10_90_predicciones.csv,-607.1905416149659
9_naftrac_2016-02-11_2016-06-27_90_predicciones.csv,3721.813491717496
10_naftrac_2016-06-28_2016-11-09_90_predicciones.csv,489.56890905003104
11_naftrac_2016-11-10_2017-03-23_90_predicciones.csv,2614.9124102825103
12_naftrac_2017-03-27_2017-08-04_90_predicciones.csv,3773.063054950021
13_naftrac_2017-08-07_2017-12-15_90_predicciones.csv,-6278.687825999996
14_naftrac_2017-12-18_2018-05-02_90_predicciones.csv,934.7282611425367
15_naftrac_2018-05-03_2018-09-05_90_predicciones.csv,1785.8313255900039
16_naftrac_2018-09-06_2019-01-21_90_predicciones.csv,-9630.863742804973
